status	priority	category	file	blocks	parity_severity	parity_flags	correct_longest_rate	correct_most_technical_rate	readability_severity	readability_flags	manual_scope	validation	notes
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/scalability-patterns-interview.json	41	CRITICAL	41	0.927	1.000	MEDIUM	8	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/database-architecture-interview.json	41	CRITICAL	41	1.000	0.902	LOW	4	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/docker-interview.json	41	CRITICAL	41	1.000	0.902	LOW	1	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/git-interview.json	43	CRITICAL	41	0.907	0.837	MEDIUM	8	full-file manual review		
pending	P1	logging	modules/quiz-app/src/main/resources/seed/mcq/logging/logging-interview.json	42	CRITICAL	41	0.976	0.976	LOW	3	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/metrics-tracing-interview.json	41	CRITICAL	41	1.000	0.854	MEDIUM	7	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/system-design-interview.json	41	CRITICAL	41	0.902	1.000	MEDIUM	16	full-file manual review		
pending	P1	api	modules/quiz-app/src/main/resources/seed/mcq/api/grpc-interview.json	40	CRITICAL	40	1.000	0.900	MEDIUM	3	full-file manual review		
pending	P1	api	modules/quiz-app/src/main/resources/seed/mcq/api/http-rest-interview.json	43	CRITICAL	40	0.953	0.791	MEDIUM	4	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/distributed-systems-interview.json	40	CRITICAL	40	1.000	0.925	LOW	3	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/load-balancing-interview.json	40	CRITICAL	40	1.000	0.925	MEDIUM	6	full-file manual review		
pending	P1	code-quality	modules/quiz-app/src/main/resources/seed/mcq/code-quality/technical-debt-interview.json	40	CRITICAL	40	1.000	0.775	MEDIUM	9	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-framework-interview.json	41	CRITICAL	40	0.976	0.976	MEDIUM	4	full-file manual review		
pending	P1	leadership	modules/quiz-app/src/main/resources/seed/mcq/leadership/code-review-practices-interview.json	40	CRITICAL	40	1.000	1.000	MEDIUM	14	full-file manual review		
pending	P1	leadership	modules/quiz-app/src/main/resources/seed/mcq/leadership/team-leadership-interview.json	40	CRITICAL	40	1.000	0.925	MEDIUM	3	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/observability-interview.json	42	CRITICAL	40	0.952	0.952	MEDIUM	7	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-generics-interview.json	40	CRITICAL	40	1.000	1.000	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-io-nio-interview.json	40	CRITICAL	40	1.000	0.925	LOW	1	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-serialization-interview.json	40	CRITICAL	40	1.000	0.950	MEDIUM	7	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-dsl-interview.json	40	CRITICAL	40	1.000	1.000	LOW	3	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-exceptions-interview.json	40	CRITICAL	40	1.000	0.875	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/scala/scala-interview.json	40	CRITICAL	40	1.000	1.000	MEDIUM	7	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/integration-testing-interview.json	40	CRITICAL	40	1.000	1.000	MEDIUM	8	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/testcontainers-interview.json	40	CRITICAL	40	1.000	0.950	LOW	2	full-file manual review		
pending	P1	cicd	modules/quiz-app/src/main/resources/seed/mcq/cicd/deployment-strategies-interview.json	39	CRITICAL	39	1.000	0.974	MEDIUM	9	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-webflux-interview.json	43	CRITICAL	39	0.581	0.767	LOW	8	full-file manual review		
pending	P1	performance	modules/quiz-app/src/main/resources/seed/mcq/performance/memory-management-interview.json	39	CRITICAL	39	1.000	0.974	MEDIUM	4	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-conditional-statements-interview.json	42	CRITICAL	39	0.571	0.571	LOW	2	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-core-interview.json	39	CRITICAL	39	1.000	0.974	LOW	3	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-coroutines-interview.json	39	CRITICAL	39	1.000	0.923	MEDIUM	5	full-file manual review		
pending	P1	api	modules/quiz-app/src/main/resources/seed/mcq/api/websocket-interview.json	38	CRITICAL	38	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/api-gateway-interview.json	38	CRITICAL	38	1.000	1.000	LOW	3	full-file manual review		
pending	P1	cicd	modules/quiz-app/src/main/resources/seed/mcq/cicd/pipeline-design-interview.json	38	CRITICAL	38	1.000	0.974	MEDIUM	6	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/gradle-maven-interview.json	38	CRITICAL	38	1.000	1.000	NONE	0	full-file manual review		
pending	P1	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/rabbitmq-interview.json	41	CRITICAL	38	1.000	0.951	LOW	2	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/logging-strategies-interview.json	38	CRITICAL	38	1.000	0.974	MEDIUM	9	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/prometheus-grafana-interview.json	39	CRITICAL	38	0.974	0.846	LOW	2	full-file manual review		
pending	P1	performance	modules/quiz-app/src/main/resources/seed/mcq/performance/jvm-performance-tuning-interview.json	38	CRITICAL	38	1.000	1.000	MEDIUM	14	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-modules-interview.json	38	CRITICAL	38	1.000	0.974	MEDIUM	3	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-types-interview.json	38	CRITICAL	38	1.000	0.947	LOW	4	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-interop-java-interview.json	38	CRITICAL	38	1.000	1.000	MEDIUM	11	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/chaos-engineering-interview.json	44	CRITICAL	38	0.932	0.682	HIGH	15	full-file manual review		
pending	P1	api	modules/quiz-app/src/main/resources/seed/mcq/api/graphql-interview.json	40	CRITICAL	37	0.925	0.800	LOW	2	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/inference-optimization-interview.json	36	CRITICAL	36	1.000	1.000	MEDIUM	3	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/arrays-strings-interview.json	36	CRITICAL	36	1.000	0.972	NONE	0	full-file manual review		
pending	P1	code-quality	modules/quiz-app/src/main/resources/seed/mcq/code-quality/code-review-interview.json	40	CRITICAL	36	0.550	0.625	HIGH	7	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/go/go-interview.json	36	CRITICAL	36	1.000	1.000	NONE	0	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/fine-tuning-llm-interview.json	35	CRITICAL	35	1.000	1.000	MEDIUM	14	full-file manual review		
pending	P1	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/apache-spark-interview.json	35	CRITICAL	35	0.943	1.000	LOW	3	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/go/go-concurrency-interview.json	35	CRITICAL	35	1.000	0.857	NONE	0	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/open-source-llms-interview.json	34	CRITICAL	34	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/hash-tables-interview.json	34	CRITICAL	34	1.000	1.000	LOW	2	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/trees-interview.json	34	CRITICAL	34	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/database-sharding-interview.json	34	CRITICAL	34	1.000	1.000	MEDIUM	23	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-boot-interview.json	43	CRITICAL	34	0.512	0.860	MEDIUM	9	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/algorithmic-paradigms/dynamic-programming-interview.json	33	CRITICAL	33	1.000	0.970	MEDIUM	3	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/algorithmic-paradigms/two-pointers-sliding-window-interview.json	33	CRITICAL	33	0.606	0.970	LOW	3	full-file manual review		
pending	P1	behavioral	modules/quiz-app/src/main/resources/seed/mcq/behavioral/behavioral-interview.json	38	CRITICAL	33	0.921	0.763	MEDIUM	9	full-file manual review		
pending	P1	jvm	modules/quiz-app/src/main/resources/seed/mcq/jvm/jvm-interview.json	40	CRITICAL	33	0.875	0.575	MEDIUM	3	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/ai-application-architecture-interview.json	32	CRITICAL	32	0.969	0.969	MEDIUM	19	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/ai-compliance-governance-interview.json	32	CRITICAL	32	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/graphs-interview.json	34	CRITICAL	32	0.618	0.765	NONE	0	full-file manual review		
pending	P1	cloud	modules/quiz-app/src/main/resources/seed/mcq/cloud/aws-interview.json	34	CRITICAL	32	0.088	0.412	MEDIUM	3	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/jvm-alternatives/ktor-interview.json	32	CRITICAL	32	1.000	0.969	LOW	2	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/multimodal-ai-interview.json	31	CRITICAL	31	1.000	0.968	MEDIUM	6	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/complexity/complexity-analysis-interview.json	31	CRITICAL	31	0.806	0.935	MEDIUM	4	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/linked-lists-interview.json	32	CRITICAL	31	1.000	0.906	LOW	1	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/sorting-searching/searching-algorithms-interview.json	31	CRITICAL	31	1.000	1.000	MEDIUM	4	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/sorting-searching/sorting-algorithms-interview.json	31	CRITICAL	31	1.000	1.000	LOW	3	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/ddd-interview.json	38	CRITICAL	31	0.763	0.526	LOW	7	full-file manual review		
pending	P1	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/apache-flink-interview.json	31	CRITICAL	31	1.000	1.000	LOW	7	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/database-replication-interview.json	31	CRITICAL	31	1.000	1.000	MEDIUM	5	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/jvm-alternatives/quarkus-interview.json	31	CRITICAL	31	1.000	0.968	LOW	3	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-jackson-interview.json	31	CRITICAL	31	1.000	1.000	LOW	2	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/typescript/typescript-interview.json	33	CRITICAL	31	0.970	0.667	LOW	1	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/ai-safety-guardrails-interview.json	32	CRITICAL	30	0.312	0.875	MEDIUM	8	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/llm-evaluation-interview.json	30	CRITICAL	30	1.000	0.967	MEDIUM	10	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/long-context-vs-rag-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	11	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/mcp-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	4	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/multi-agent-orchestration-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/reasoning-models-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	4	full-file manual review		
pending	P1	api	modules/quiz-app/src/main/resources/seed/mcq/api/api-design-best-practices-interview.json	30	CRITICAL	30	0.967	0.833	LOW	4	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/service-discovery-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	9	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/dynamodb-interview.json	30	CRITICAL	30	1.000	1.000	NONE	0	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/neo4j-interview.json	30	CRITICAL	30	1.000	0.900	MEDIUM	3	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/linux-interview.json	33	CRITICAL	30	0.727	0.788	LOW	7	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/go/go-stdlib-interview.json	30	CRITICAL	30	1.000	0.967	LOW	3	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/rust/rust-interview.json	33	CRITICAL	30	0.697	0.606	LOW	1	full-file manual review		
pending	P1	reactive	modules/quiz-app/src/main/resources/seed/mcq/reactive/reactive-streams-interview.json	30	CRITICAL	30	1.000	1.000	LOW	4	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-feed-system-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	21	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-key-value-store-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	3	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-netflix-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	8	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-pastebin-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	17	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-payment-system-interview.json	30	CRITICAL	30	1.000	1.000	HIGH	15	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-rate-limiter-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	9	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-search-interview.json	30	CRITICAL	30	0.533	0.967	MEDIUM	22	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-uber-interview.json	30	CRITICAL	30	0.000	0.967	MEDIUM	16	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-url-shortener-interview.json	30	CRITICAL	30	1.000	1.000	MEDIUM	11	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/agentic-patterns-interview.json	30	CRITICAL	29	0.200	0.933	MEDIUM	20	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/embeddings-interview.json	29	CRITICAL	29	1.000	0.931	NONE	0	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/llm-basics-interview.json	30	CRITICAL	29	1.000	0.867	MEDIUM	2	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/heaps-interview.json	29	CRITICAL	29	1.000	0.966	LOW	4	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/cdn-interview.json	30	CRITICAL	29	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/event-driven-patterns-interview.json	40	CRITICAL	29	0.625	0.625	LOW	2	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-dropbox-interview.json	30	CRITICAL	29	1.000	0.933	MEDIUM	17	full-file manual review		
