GitHub - topoteretes/awesome-ai-memory: A list of AI memory projects > GitHub - topoteretes/awesome-ai-memory: A list of AI memory projects > GitHub - topoteretes/awesome-ai-memory: A list of AI memory projects	GitHub - topoteretes/awesome-ai-memory: A list of AI memory projects	https://github.com/topoteretes/awesome-ai-memory
GitHub - MaxHastings/llm-madness > GitHub - MaxHastings/llm-madness > GitHub - MaxHastings/llm-madness	GitHub - MaxHastings/llm-madness	https://github.com/MaxHastings/llm-madness
GitHub - josephmisiti/awesome-machine-learning: A curated list of awesome Machine Learning frameworks, libraries and software. > GitHub - josephmisiti/awesome-machine-learning: A curated list of awesome Machine Learning frameworks, libraries and software. > GitHub - josephmisiti/awesome-machine-learning: A curated list of awesome Machine Learning frameworks, libraries and software.	GitHub - josephmisiti/awesome-machine-learning: A curated list of awesome Machine Learning frameworks, libraries and software.	https://github.com/josephmisiti/awesome-machine-learning
GitHub - x1xhlol/system-prompts-and-models-of-ai-tools: FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models > GitHub - x1xhlol/system-prompts-and-models-of-ai-tools: FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models > GitHub - x1xhlol/system-prompts-and-models-of-ai-tools: FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models	GitHub - x1xhlol/system-prompts-and-models-of-ai-tools: FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models	https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools
GitHub - PatrickJS/awesome-cursorrules: 📄 Configuration files that enhance Cursor AI editor experience with custom rules and behaviors > GitHub - PatrickJS/awesome-cursorrules: 📄 Configuration files that enhance Cursor AI editor experience with custom rules and behaviors > GitHub - PatrickJS/awesome-cursorrules: 📄 Configuration files that enhance Cursor AI editor experience with custom rules and behaviors	GitHub - PatrickJS/awesome-cursorrules: 📄 Configuration files that enhance Cursor AI editor experience with custom rules and behaviors	https://github.com/PatrickJS/awesome-cursorrules/tree/main
awesome-n8n-templates/AI_Research_RAG_and_Data_Analysis at main · enescingoz/awesome-n8n-templates · GitHub > awesome-n8n-templates/AI_Research_RAG_and_Data_Analysis at main · enescingoz/awesome-n8n-templates · GitHub > awesome-n8n-templates/AI_Research_RAG_and_Data_Analysis at main · enescingoz/awesome-n8n-templates · GitHub	awesome-n8n-templates/AI_Research_RAG_and_Data_Analysis at main · enescingoz/awesome-n8n-templates · GitHub	https://github.com/enescingoz/awesome-n8n-templates/tree/main/AI_Research_RAG_and_Data_Analysis
backend / claude-skills · GitLab > backend / claude-skills · GitLab > backend / claude-skills · GitLab	backend / claude-skills · GitLab	https://gitlab.detmir-infra.ru/backend/claude-skills
Шпаргалка: 50+ полезных команд для Claude Code — AI на vc.ru > Шпаргалка: 50+ полезных команд для Claude Code — AI на vc.ru > Шпаргалка: 50+ полезных команд для Claude Code — AI на vc.ru	Шпаргалка: 50+ полезных команд для Claude Code — AI на vc.ru	https://vc.ru/ai/2808678-poleznye-komandy-dlya-claude-code
44 настройки Claude Code, о которых вы не знали, ранжированные от «must have» до «забей» / Хабр > 44 настройки Claude Code, о которых вы не знали, ранжированные от «must have» до «забей» / Хабр > 44 настройки Claude Code, о которых вы не знали, ранжированные от «must have» до «забей» / Хабр	44 настройки Claude Code, о которых вы не знали, ранжированные от «must have» до «забей» / Хабр	https://habr.com/ru/articles/987826/
kepano/obsidian-skills: Agent skills for Obsidian. Teach your agent to use Markdown, Bases, JSON Canvas, and use the CLI. > kepano/obsidian-skills: Agent skills for Obsidian. Teach your agent to use Markdown, Bases, JSON Canvas, and use the CLI. > kepano/obsidian-skills: Agent skills for Obsidian. Teach your agent to use Markdown, Bases, JSON Canvas, and use the CLI.	kepano/obsidian-skills: Agent skills for Obsidian. Teach your agent to use Markdown, Bases, JSON Canvas, and use the CLI.	https://github.com/kepano/obsidian-skills
Claude Code Docs > Claude Code Docs > Claude Code Docs	Claude Code Docs	https://code.claude.com/docs/ru/overview
safishamsi/graphify: Навык для создания графа знаний на основе ИИ для программирования (Claude Code, Codex, OpenCode, Cursor, Gemini CLI, OpenClaw, Factory Droid, Trae). Превратите любую папку с кодом, документами, статьями, изображениями, видео или ссылками на YouTube в граф знаний, доступный для запросов. > safishamsi/graphify: Навык для создания графа знаний на основе ИИ для программирования (Claude Code, Codex, OpenCode, Cursor, Gemini CLI, OpenClaw, Factory Droid, Trae). Превратите любую папку с кодом, документами, статьями, изображениями, видео или ссылками на YouTube в граф знаний, доступный для запросов. > safishamsi/graphify: Навык для создания графа знаний на основе ИИ для программирования (Claude Code, Codex, OpenCode, Cursor, Gemini CLI, OpenClaw, Factory Droid, Trae). Превратите любую папку с кодом, документами, статьями, изображениями, видео или ссылками на YouTube в граф знаний, доступный для запросов.	safishamsi/graphify: Навык для создания графа знаний на основе ИИ для программирования (Claude Code, Codex, OpenCode, Cursor, Gemini CLI, OpenClaw, Factory Droid, Trae). Превратите любую папку с кодом, документами, статьями, изображениями, видео или ссылками на YouTube в граф знаний, доступный для запросов.	https://github.com/safishamsi/graphify
СБИС > СБИС > СБИС	СБИС	https://online.sbis.ru/?conversion_id=5f804b00-c193-6300-3df9-f700b2cf2c00&add_gtm=true
Почта > Почта > Почта	Почта	https://mail.detmir.ru/owa/#path=/mail
Корпоративный портал > Корпоративный портал > Корпоративный портал	Корпоративный портал	https://dmteam.detmir.ru/
Портал > Портал > Портал	Портал	https://smart.detmir.ru/
Tempo > Tempo > Tempo	Tempo	https://detmir.atlassian.net/plugins/servlet/ac/io.tempo.jira/tempo-app#!/my-work/week?type=TIME
Оргструктура ДРЭК 2025 > Оргструктура ДРЭК 2025 > Оргструктура ДРЭК 2025	Оргструктура ДРЭК 2025	https://orgstructure.detmir-infra.ru/
Дежурные > Дежурные > Дежурные	Дежурные	https://sashka.detmir-infra.ru/on-duty
Памятка дежурному > Памятка дежурному > Памятка дежурному	Памятка дежурному	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4790585198
Архитектура Детского Мира > Архитектура Детского Мира > Архитектура Детского Мира	Архитектура Детского Мира	https://detmir.atlassian.net/wiki/spaces/arch/pages/3991175265/-
Учет времени в Tempo > Учет времени в Tempo > Учет времени в Tempo	Учет времени в Tempo	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4587882777/Tempo+-+Backend+Java
Шпаргалка, Доступы, Архитектура > Шпаргалка, Доступы, Архитектура > Шпаргалка, Доступы, Архитектура	Шпаргалка, Доступы, Архитектура	https://detmir.atlassian.net/wiki/spaces/QADM/pages/4075323475#%D0%9D%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B8-DB
Вопросы для собеседования > Вопросы для собеседования > Вопросы для собеседования	Вопросы для собеседования	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4581032577/Java-
Порядок оформления отпусков > Порядок оформления отпусков > Порядок оформления отпусков	Порядок оформления отпусков	https://detmir.atlassian.net/wiki/spaces/SPC/pages/3648749768
Статусная модель заказов > Статусная модель заказов > Статусная модель заказов	Статусная модель заказов	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4915922230
PTN Dashboard > PTN Dashboard > PTN Dashboard > PTN Dashboard	PTN Dashboard	https://detmir.atlassian.net/jira/software/c/projects/PT/boards/284
OPS Dashboard > OPS Dashboard > OPS Dashboard > OPS Dashboard	OPS Dashboard	https://detmir.atlassian.net/jira/software/c/projects/OPS/boards/202
SEARCH Dashboard > SEARCH Dashboard > SEARCH Dashboard > SEARCH Dashboard	SEARCH Dashboard	https://detmir.atlassian.net/jira/software/c/projects/SEARCH/boards/530
KF Dashboard > KF Dashboard > KF Dashboard > KF Dashboard	KF Dashboard	https://detmir.atlassian.net/jira/software/c/projects/KF/boards/345?assignee=712020%3A02e7077e-e214-4bd9-996d-539e63be1de7
RELN Dashboard > RELN Dashboard > RELN Dashboard > RELN Dashboard	RELN Dashboard	https://detmir.atlassian.net/jira/software/c/projects/REL/boards/349
SRVN Dashboard > SRVN Dashboard > SRVN Dashboard > SRVN Dashboard	SRVN Dashboard	https://detmir.atlassian.net/jira/software/c/projects/DA/boards/438?assignee=712020%3A02e7077e-e214-4bd9-996d-539e63be1de7
SRVN Dashboard (Listing team) > SRVN Dashboard (Listing team) > SRVN Dashboard (Listing team) > SRVN Dashboard (Listing team)	SRVN Dashboard (Listing team)	https://detmir.atlassian.net/jira/software/c/projects/SRVN/boards/369?assignee=5facf167b45b2e0074af7d70
CHECK Dashboard (Team E) > CHECK Dashboard (Team E) > CHECK Dashboard (Team E) > CHECK Dashboard (Team E)	CHECK Dashboard (Team E)	https://detmir.atlassian.net/jira/software/c/projects/CHECK/boards/595?assignee=712020%3A02e7077e-e214-4bd9-996d-539e63be1de7
Kratos (Квоты) > Kratos (Квоты) > Kratos (Квоты) > Kratos (Квоты)	Kratos (Квоты)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4926669329
Kratos (Общая архиктура ручек) > Kratos (Общая архиктура ручек) > Kratos (Общая архиктура ручек) > Kratos (Общая архиктура ручек)	Kratos (Общая архиктура ручек)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4964909255
Kratos (Общее) > Kratos (Общее) > Kratos (Общее) > Kratos (Общее)	Kratos (Общее)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/3942875190/Kratos+Delivery+Calculation+Service
Kratos (Полезные ссылки) > Kratos (Полезные ссылки) > Kratos (Полезные ссылки) > Kratos (Полезные ссылки)	Kratos (Полезные ссылки)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4244898028/Kratos.#%D0%9F%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D1%8B%D0%B5-%D1%81%D1%81%D1%8B%D0%BB%D0%BA%D0%B8
Kratos (Процесс релиза) > Kratos (Процесс релиза) > Kratos (Процесс релиза) > Kratos (Процесс релиза)	Kratos (Процесс релиза)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4517038657/Kratos.
Kratos (План технического развития) > Kratos (План технического развития) > Kratos (План технического развития) > Kratos (План технического развития)	Kratos (План технического развития)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4871651628/Kratos.
Kratos (Технические таски) > Kratos (Технические таски) > Kratos (Технические таски) > Kratos (Технические таски)	Kratos (Технические таски)	https://detmir.atlassian.net/browse/SRVN-1934
Kratos (Схемы работы доставки из ПВЗ и курьером) > Kratos (Схемы работы доставки из ПВЗ и курьером) > Kratos (Схемы работы доставки из ПВЗ и курьером) > Kratos (Схемы работы доставки из ПВЗ и курьером)	Kratos (Схемы работы доставки из ПВЗ и курьером)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/3989962753
Kratos (Инциденты) > Kratos (Инциденты) > Kratos (Инциденты) > Kratos (Инциденты)	Kratos (Инциденты)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4973724099
Kratos (Лог проблем/ошибок на проде) > Kratos (Лог проблем/ошибок на проде) > Kratos (Лог проблем/ошибок на проде) > Kratos (Лог проблем/ошибок на проде)	Kratos (Лог проблем/ошибок на проде)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/5163319392
Kratos (Технические встречи) > Kratos (Технические встречи) > Kratos (Технические встречи) > Kratos (Технические встречи)	Kratos (Технические встречи)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4953015077
Kratos (Админка) > Kratos (Админка) > Kratos (Админка) > Kratos (Админка)	Kratos (Админка)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4273902932
Kratos (Тестовые данные) > Kratos (Тестовые данные) > Kratos (Тестовые данные) > Kratos (Тестовые данные)	Kratos (Тестовые данные)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4259414064/Kratos.
Kratos (Техническое решения и проекты) > Kratos (Техническое решения и проекты) > Kratos (Техническое решения и проекты) > Kratos (Техническое решения и проекты)	Kratos (Техническое решения и проекты)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4320231988/Kratos.
Kratos (Документация на момент разработки сервиса) > Kratos (Документация на момент разработки сервиса) > Kratos (Документация на момент разработки сервиса) > Kratos (Документация на момент разработки сервиса)	Kratos (Документация на момент разработки сервиса)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4837016502/Kratos.
Kratos (Описание проекта) > Kratos (Описание проекта) > Kratos (Описание проекта) > Kratos (Описание проекта)	Kratos (Описание проекта)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4244898028/Kratos.
Kratos (Способы оплаты) > Kratos (Способы оплаты) > Kratos (Способы оплаты) > Kratos (Способы оплаты)	Kratos (Способы оплаты)	https://detmir.atlassian.net/wiki/spaces/CHECK/pages/4756209690
Catalog (Общее) > Catalog (Общее) > Catalog (Общее) > Catalog (Общее)	Catalog (Общее)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/3945791500/Catalog+Service
Catalog (Индексация стоков) > Catalog (Индексация стоков) > Catalog (Индексация стоков) > Catalog (Индексация стоков)	Catalog (Индексация стоков)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4376760433
Catalog (Доступность товара в регионе) > Catalog (Доступность товара в регионе) > Catalog (Доступность товара в регионе) > Catalog (Доступность товара в регионе)	Catalog (Доступность товара в регионе)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4546626469
Catalog (Миграция медиа в сервис каталогов) > Catalog (Миграция медиа в сервис каталогов) > Catalog (Миграция медиа в сервис каталогов) > Catalog (Миграция медиа в сервис каталогов)	Catalog (Миграция медиа в сервис каталогов)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4382821348
Catalog (Индексация категорий) > Catalog (Индексация категорий) > Catalog (Индексация категорий) > Catalog (Индексация категорий)	Catalog (Индексация категорий)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4401463547
Catalog (Динамические свойства) > Catalog (Динамические свойства) > Catalog (Динамические свойства) > Catalog (Динамические свойства)	Catalog (Динамические свойства)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4437606648
Catalog (Логика поиска продуктов) > Catalog (Логика поиска продуктов) > Catalog (Логика поиска продуктов) > Catalog (Логика поиска продуктов)	Catalog (Логика поиска продуктов)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4454416579/Draft+api+v1+products
Catalog (Особенности Solr) > Catalog (Особенности Solr) > Catalog (Особенности Solr) > Catalog (Особенности Solr)	Catalog (Особенности Solr)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4475486514/Solr
Catalog (Мониторинг) > Catalog (Мониторинг) > Catalog (Мониторинг) > Catalog (Мониторинг)	Catalog (Мониторинг)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4487119723
Catalog (Работа с ценами) > Catalog (Работа с ценами) > Catalog (Работа с ценами) > Catalog (Работа с ценами)	Catalog (Работа с ценами)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4702013747
Catalog (Сортировка товаров по популярности) > Catalog (Сортировка товаров по популярности) > Catalog (Сортировка товаров по популярности) > Catalog (Сортировка товаров по популярности)	Catalog (Сортировка товаров по популярности)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4570055371
Catalog (Текущие проблемы и неоптимальные решения в листинге - Департамент развития электронной коммерции) > Catalog (Текущие проблемы и неоптимальные решения в листинге - Департамент развития электронной коммерции) > Catalog (Текущие проблемы и неоптимальные решения в листинге - Департамент развития электронной коммерции) > Catalog (Текущие проблемы и неоптимальные решения в листинге - Департамент развития электронной коммерции)	Catalog (Текущие проблемы и неоптимальные решения в листинге - Департамент развития электронной коммерции)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4800583508
Catalog (Персонализация листинга на стороне сервиса каталогов) > Catalog (Персонализация листинга на стороне сервиса каталогов) > Catalog (Персонализация листинга на стороне сервиса каталогов) > Catalog (Персонализация листинга на стороне сервиса каталогов)	Catalog (Персонализация листинга на стороне сервиса каталогов)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4828333528
Catalog (Балансовые и забалансовые товары) > Catalog (Балансовые и забалансовые товары) > Catalog (Балансовые и забалансовые товары) > Catalog (Балансовые и забалансовые товары)	Catalog (Балансовые и забалансовые товары)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4830954257
Catalog (Потоки данных по наполнению информации в Solr) > Catalog (Потоки данных по наполнению информации в Solr) > Catalog (Потоки данных по наполнению информации в Solr) > Catalog (Потоки данных по наполнению информации в Solr)	Catalog (Потоки данных по наполнению информации в Solr)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4844748893/Solr
Catalog (Наполнение коллекции продуктов) > Catalog (Наполнение коллекции продуктов) > Catalog (Наполнение коллекции продуктов) > Catalog (Наполнение коллекции продуктов)	Catalog (Наполнение коллекции продуктов)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4845240425
Catalog (Отказ от хайбриса в рамках сервиса каталогов) > Catalog (Отказ от хайбриса в рамках сервиса каталогов) > Catalog (Отказ от хайбриса в рамках сервиса каталогов) > Catalog (Отказ от хайбриса в рамках сервиса каталогов)	Catalog (Отказ от хайбриса в рамках сервиса каталогов)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4876075067
Catalog (Параметр fields для ручки v1/products) > Catalog (Параметр fields для ручки v1/products) > Catalog (Параметр fields для ручки v1/products) > Catalog (Параметр fields для ручки v1/products)	Catalog (Параметр fields для ручки v1/products)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4953344170/fields+v1+products
Cart (Онбординг) > Cart (Онбординг) > Cart (Онбординг) > Cart (Онбординг)	Cart (Онбординг)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4867853737/Cart+service+Onboarding
Cart (Релизный процесс) > Cart (Релизный процесс) > Cart (Релизный процесс) > Cart (Релизный процесс)	Cart (Релизный процесс)	https://detmir.atlassian.net/wiki/spaces/arch/pages/5619876283
Cart (Форматы запросов и ответов) > Cart (Форматы запросов и ответов) > Cart (Форматы запросов и ответов) > Cart (Форматы запросов и ответов)	Cart (Форматы запросов и ответов)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4364042421
Cart (Работа с подарочными картами) > Cart (Работа с подарочными картами) > Cart (Работа с подарочными картами) > Cart (Работа с подарочными картами)	Cart (Работа с подарочными картами)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4459365557/ADR-1
Cart (Работа с бонусными картами) > Cart (Работа с бонусными картами) > Cart (Работа с бонусными картами) > Cart (Работа с бонусными картами)	Cart (Работа с бонусными картами)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4671309719
Cart (План запуска) > Cart (План запуска) > Cart (План запуска) > Cart (План запуска)	Cart (План запуска)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4504488413
Cart (Купить сейчас) > Cart (Купить сейчас) > Cart (Купить сейчас) > Cart (Купить сейчас)	Cart (Купить сейчас)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4552787015
Cart (Работа с подарочными картами) > Cart (Работа с подарочными картами) > Cart (Работа с подарочными картами) > Cart (Работа с подарочными картами)	Cart (Работа с подарочными картами)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4563483264
Cart (Миграция данных) > Cart (Миграция данных) > Cart (Миграция данных) > Cart (Миграция данных)	Cart (Миграция данных)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4611965012
Cart (Недоступность смежных сервисов) > Cart (Недоступность смежных сервисов) > Cart (Недоступность смежных сервисов) > Cart (Недоступность смежных сервисов)	Cart (Недоступность смежных сервисов)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4671176729
Cart (Информация о получателе) > Cart (Информация о получателе) > Cart (Информация о получателе) > Cart (Информация о получателе)	Cart (Информация о получателе)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4698255261
Cart (Описание структуры классов) > Cart (Описание структуры классов) > Cart (Описание структуры классов) > Cart (Описание структуры классов)	Cart (Описание структуры классов)	https://detmir.atlassian.net/wiki/spaces/arch/pages/4699390668
Cart (Корзина оператора КЦ) > Cart (Корзина оператора КЦ) > Cart (Корзина оператора КЦ) > Cart (Корзина оператора КЦ)	Cart (Корзина оператора КЦ)	https://detmir.atlassian.net/wiki/spaces/arch/pages/5058003196
Cart (Объединение корзин при авторизации) > Cart (Объединение корзин при авторизации) > Cart (Объединение корзин при авторизации) > Cart (Объединение корзин при авторизации)	Cart (Объединение корзин при авторизации)	https://detmir.atlassian.net/wiki/spaces/arch/pages/5072650596/Merge
Cart (Асинхронный сабмит) > Cart (Асинхронный сабмит) > Cart (Асинхронный сабмит) > Cart (Асинхронный сабмит)	Cart (Асинхронный сабмит)	https://detmir.atlassian.net/wiki/spaces/arch/pages/5177737331/submit
Cart (Консоль) > Cart (Консоль) > Cart (Консоль) > Cart (Консоль)	Cart (Консоль)	https://detmir.atlassian.net/wiki/spaces/arch/pages/5209915456
Cart (Изменение конктракта с Кратосом с V1 на V2) > Cart (Изменение конктракта с Кратосом с V1 на V2) > Cart (Изменение конктракта с Кратосом с V1 на V2) > Cart (Изменение конктракта с Кратосом с V1 на V2)	Cart (Изменение конктракта с Кратосом с V1 на V2)	https://detmir.atlassian.net/wiki/spaces/arch/pages/5356814556
Cart (1ТНП) > Cart (1ТНП) > Cart (1ТНП) > Cart (1ТНП)	Cart (1ТНП)	https://detmir.atlassian.net/wiki/spaces/arch/pages/5442457423/1+-
PostgreSQL (Полезные команды) > PostgreSQL (Полезные команды) > PostgreSQL (Полезные команды) > PostgreSQL (Полезные команды)	PostgreSQL (Полезные команды)	https://detmir.atlassian.net/wiki/spaces/DevOps/pages/4529488670/PostgreSQL+-
DevOps (Изменение параметров через Argo CD) > DevOps (Изменение параметров через Argo CD) > DevOps (Изменение параметров через Argo CD) > DevOps (Изменение параметров через Argo CD)	DevOps (Изменение параметров через Argo CD)	https://detmir.atlassian.net/wiki/spaces/DevOps/pages/4385148559/HowTo
DevOps (Kafka Proxy) > DevOps (Kafka Proxy) > DevOps (Kafka Proxy) > DevOps (Kafka Proxy)	DevOps (Kafka Proxy)	https://detmir.atlassian.net/wiki/spaces/SPC/pages/4719870487/Http+kafka+interface+kafka-producer-proxy
DevOps (Kubernetes) > DevOps (Kubernetes) > DevOps (Kubernetes) > DevOps (Kubernetes)	DevOps (Kubernetes)	https://detmir.atlassian.net/wiki/spaces/DevOps/pages/4197482751/K8s
DevOps (Инструменты и технологии) > DevOps (Инструменты и технологии) > DevOps (Инструменты и технологии) > DevOps (Инструменты и технологии)	DevOps (Инструменты и технологии)	https://detmir.atlassian.net/wiki/spaces/DevOps/pages/4135190863/DevOps
DevOps (Тестовые среды) > DevOps (Тестовые среды) > DevOps (Тестовые среды) > DevOps (Тестовые среды)	DevOps (Тестовые среды)	https://detmir.atlassian.net/wiki/spaces/QADM/pages/5619417149
DevOps (Диагностика неисправностей тестового контура) > DevOps (Диагностика неисправностей тестового контура) > DevOps (Диагностика неисправностей тестового контура) > DevOps (Диагностика неисправностей тестового контура)	DevOps (Диагностика неисправностей тестового контура)	https://detmir.atlassian.net/wiki/spaces/QADM/pages/5621186610
DevOps (Регламент по созданию алертов) > DevOps (Регламент по созданию алертов) > DevOps (Регламент по созданию алертов) > DevOps (Регламент по созданию алертов)	DevOps (Регламент по созданию алертов)	https://detmir.atlassian.net/wiki/spaces/SRE/pages/5336958128/v1.0
Kubernetes Dashboard (Старый кластер - RU) > Kubernetes Dashboard (Старый кластер - RU) > Kubernetes Dashboard (Старый кластер - RU) > Kubernetes Dashboard (Старый кластер - RU)	Kubernetes Dashboard (Старый кластер - RU)	https://kubernetes-prod.detmir-infra.ru/#/overview?namespace=default
Kubernetes Dashboard (Новый кластер - RU) > Kubernetes Dashboard (Новый кластер - RU) > Kubernetes Dashboard (Новый кластер - RU) > Kubernetes Dashboard (Новый кластер - RU)	Kubernetes Dashboard (Новый кластер - RU)	https://sso.dashboard.ruecom.detmir-infra.ru/#/workloads?namespace=default
Kubernetes Dashboard (Новый кластер - KZ, BY, ESHE, ZOO) > Kubernetes Dashboard (Новый кластер - KZ, BY, ESHE, ZOO) > Kubernetes Dashboard (Новый кластер - KZ, BY, ESHE, ZOO) > Kubernetes Dashboard (Новый кластер - KZ, BY, ESHE, ZOO)	Kubernetes Dashboard (Новый кластер - KZ, BY, ESHE, ZOO)	https://dashboard.cubic-ecom.detmir-infra.ru/#/workloads?namespace=default
Kubernetes Dashboard (Dev 01) > Kubernetes Dashboard (Dev 01) > Kubernetes Dashboard (Dev 01) > Kubernetes Dashboard (Dev 01)	Kubernetes Dashboard (Dev 01)	https://dashboard.dev-stands-cluster-01.detmir-infra.ru/#/workloads?namespace=default
